Net generation for all sectors monthly
https://www.eia.gov/electricity/data/browser/#/topic/0?agg=0,1&geo=g&freq=M&start=200101&end=202112&ctype=linechart&ltype=pin&rtype=s&maptype=0&rse=0&pin=
10:53:25 GMT-0400 (ምስራቃዊ የቀን ሰዓት አቆጣጠር)
Source: U.S. Energy Information Administration
Month,United States : all fuels (utility-scale) thousand megawatthours
May 2007,330202.75802
Apr 2007,303129.0636
Mar 2007,320471.24253
Feb 2007,323230.39483
Jan 2007,353531.09477
Dec 2006,336283.2459
Nov 2006,309158.82642
Oct 2006,321567.09131
Sep 2006,332055.32084
Aug 2006,407762.53636
Jul 2006,410420.79333
Jun 2006,364259.79756
May 2006,330615.57003
Apr 2006,297858.07754
Mar 2006,318729.79961
Feb 2006,307333.43003
Jan 2006,328657.73849
Dec 2005,348101.07055
Nov 2005,306115.23623
Oct 2005,316397.92361
Sep 2005,350217.80051
Aug 2005,404940.68107
Jul 2005,402273.84646
Jun 2005,363671.63602
May 2005,315062.10994
Apr 2005,289562.39987
Mar 2005,317458.27645
Feb 2005,298500.31558
Jan 2005,343121.45336
Dec 2004,341947.96342
Nov 2004,302101.2562
Oct 2004,312450.22288
Sep 2004,335622.19789
Aug 2004,368439.03706
Jul 2004,377331.69713
Jun 2004,345085.07883
May 2004,327380.26364
Apr 2004,290559.91417
Mar 2004,308812.09552
Feb 2004,314279.90954
Jan 2004,346545.62699
Dec 2003,331680.43
Nov 2003,297866.711
Oct 2003,306740.933
Sep 2003,323135.534
Aug 2003,381816.319
Jul 2003,374396.05
Jun 2003,328693.698
May 2003,307544.887
Apr 2003,285755.699
Mar 2003,304317.265
Feb 2003,299248.777
Jan 2003,341988.901
Dec 2002,324833.705
Nov 2002,296289.561
Oct 2002,307059.46
Sep 2002,331279.434
Aug 2002,374585.819
Jul 2002,381542.107
Jun 2002,341023.144
May 2002,307674.569
Apr 2002,289848.253
Mar 2002,302549.011
Feb 2002,281825.712
Jan 2002,319941.476
Dec 2001,305496.328
Nov 2001,278933.942
Oct 2001,294733.613
Sep 2001,306928.866
Aug 2001,370532.828
Jul 2001,357613.7
Jun 2001,327693.978
May 2001,300491.621
Apr 2001,278078.871
Mar 2001,300706.544
Feb 2001,282940.198
Jan 2001,332493.16
